Date: "11:43:01 29/03/2019"

Cycle,Timestamp,C(13),Mode,Na(23),Mode,Mg(24),Mode,Mg(25),Mode,Al(27),Mode,Si(29),Mode,Ca(43),Mode,Ca(44),Mode,Mn(55),Mode,Zn(66),Mode,Sr(86),Mode,Sr(88),Mode,Ba(137),Mode,Ba(138),Mode,Th(232),Mode,U(238),Mode,Th(248),Mode

4110,4749.57499,34926.60,1,149608.73,1,788.69,1,217.39,1,3071.50,1,12850.88,1,3182.81,1,11420.75,1,1475.56,1,00.00E00,1,3591.07,1,2309.90,1,168.07,1,649.13,1,00.00E00,1,00.00E00,1,00.00E00,1

4111,4750.67499,38396.49,1,144746.72,1,200.00,1,00.00E00,1,4108.86,1,13872.36,1,3622.20,1,14023.72,1,1400.64,1,00.00E00,1,3181.95,1,4241.68,1,95.24,1,701.76,1,00.00E00,1,00.00E00,1,00.00E00,1

4112,4751.77499,35860.77,1,147847.71,1,377.36,1,00.00E00,1,2377.01,1,13727.60,1,3523.39,1,14241.30,1,1567.31,1,74.63,1,3591.07,1,2859.08,1,95.24,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

4113,4752.87499,36083.19,1,145680.87,1,188.68,1,00.00E00,1,3198.09,1,10731.54,1,2901.09,1,11020.11,1,1575.72,1,00.00E00,1,3945.65,1,2132.54,1,00.00E00,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

4114,4753.97499,42311.61,1,147441.79,1,200.00,1,00.00E00,1,2957.21,1,12385.69,1,3613.79,1,11426.06,1,1633.83,1,74.63,1,4245.68,1,3472.38,1,84.03,1,1333.36,1,00.00E00,1,00.00E00,1,00.00E00,1

4115,4755.07499,38685.66,1,152313.09,1,377.36,1,00.00E00,1,1302.76,1,11295.93,1,3647.43,1,13033.99,1,1392.23,1,82.64,1,3209.22,1,1621.83,1,00.00E00,1,1263.18,1,00.00E00,1,00.00E00,1,00.00E00,1

4116,4756.17499,41933.43,1,151802.65,1,400.00,1,00.00E00,1,3124.24,1,13098.11,1,2329.27,1,12054.90,1,1417.46,1,00.00E00,1,2527.35,1,2213.74,1,00.00E00,1,771.94,1,00.00E00,1,42.55,1,00.00E00,1

4117,4757.27499,40242.78,1,144349.78,1,200.00,1,192.31,1,3312.38,1,10964.13,1,2909.50,1,12909.28,1,1642.24,1,00.00E00,1,4436.61,1,2198.78,1,95.24,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

4118,4758.37499,38240.79,1,144636.29,1,188.68,1,00.00E00,1,2793.70,1,11551.29,1,2495.35,1,12399.83,1,1334.12,1,149.25,1,3609.26,1,1628.24,1,00.00E00,1,1280.72,1,00.00E00,1,42.55,1,00.00E00,1

4119,4759.47499,41799.96,1,147355.24,1,00.00E00,1,00.00E00,1,2389.31,1,11242.26,1,2653.02,1,10847.65,1,875.39,1,00.00E00,1,4491.17,1,2517.17,1,179.27,1,982.47,1,00.00E00,1,00.00E00,1,00.00E00,1

4120,4760.57499,41888.94,1,157032.74,1,200.00,1,00.00E00,1,2654.80,1,12629.67,1,2777.06,1,13766.33,1,1584.13,1,00.00E00,1,3072.85,1,2021.42,1,263.31,1,1368.44,1,00.00E00,1,00.00E00,1,00.00E00,1

4121,4761.67499,37929.37,1,164861.26,1,00.00E00,1,00.00E00,1,3729.08,1,14581.56,1,3067.18,1,10656.61,1,1675.88,1,74.63,1,2691.00,1,3087.73,1,263.31,1,1070.19,1,00.00E00,1,00.00E00,1,55.25,1

4122,4762.77499,41266.06,1,154429.55,1,777.37,1,00.00E00,1,3349.30,1,11665.14,1,3912.32,1,12399.83,1,850.16,1,149.25,1,3591.07,1,2117.58,1,84.03,1,666.67,1,00.00E00,1,00.00E00,1,85.84,1

4123,4763.87499,38974.84,1,149513.21,1,188.68,1,00.00E00,1,1694.83,1,13007.03,1,2039.15,1,10730.91,1,1483.97,1,165.29,1,4136.58,1,2354.77,1,00.00E00,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

4124,4764.97499,38863.62,1,152844.44,1,577.36,1,00.00E00,1,2099.21,1,12606.90,1,4219.27,1,11075.83,1,2192.72,1,00.00E00,1,2918.29,1,1895.34,1,84.03,1,736.85,1,00.00E00,1,00.00E00,1,00.00E00,1

4125,4766.07499,35771.80,1,155471.40,1,00.00E00,1,00.00E00,1,1972.62,1,11043.83,1,2636.20,1,13402.81,1,783.65,1,74.63,1,4318.42,1,2021.42,1,168.07,1,824.57,1,00.00E00,1,00.00E00,1,00.00E00,1

4126,4767.17499,41043.61,1,154011.62,1,200.00,1,192.31,1,1466.27,1,13338.84,1,3191.22,1,12092.04,1,1750.80,1,74.63,1,3400.15,1,2450.93,1,190.48,1,298.25,1,00.00E00,1,00.00E00,1,55.25,1

4127,4768.27499,33414.17,1,147388.07,1,00.00E00,1,00.00E00,1,3210.40,1,11230.87,1,2005.52,1,12903.97,1,1458.74,1,00.00E00,1,2927.38,1,1547.04,1,00.00E00,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

4128,4769.37499,37840.40,1,150166.90,1,388.68,1,00.00E00,1,2667.11,1,12660.57,1,3323.66,1,11887.74,1,608.57,1,74.63,1,2927.38,1,2057.75,1,84.03,1,368.42,1,00.00E00,1,42.55,1,00.00E00,1

4129,4770.47499,38085.08,1,153363.84,1,388.68,1,217.39,1,1858.34,1,11341.47,1,3374.12,1,14708.32,1,1842.55,1,74.63,1,4254.78,1,2087.66,1,95.24,1,877.20,1,41.84,1,00.00E00,1,00.00E00,1

4130,4771.57499,39441.97,1,145003.38,1,200.00,1,192.31,1,2895.68,1,12717.50,1,3332.07,1,12344.11,1,875.39,1,157.27,1,4354.79,1,2880.45,1,95.24,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

4131,4772.67499,43245.96,1,141210.27,1,188.68,1,00.00E00,1,1453.96,1,12229.54,1,3464.52,1,12413.10,1,1308.89,1,00.00E00,1,3163.76,1,2688.13,1,00.00E00,1,771.94,1,00.00E00,1,00.00E00,1,55.25,1

4132,4773.77499,39886.86,1,151754.89,1,200.00,1,00.00E00,1,1960.32,1,11143.04,1,3754.65,1,10078.21,1,1500.79,1,00.00E00,1,2981.93,1,2051.34,1,95.24,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

4133,4774.87499,42044.66,1,143970.76,1,188.68,1,00.00E00,1,2478.98,1,11897.73,1,2329.27,1,12633.33,1,2434.33,1,165.29,1,2872.83,1,1895.34,1,00.00E00,1,473.69,1,00.00E00,1,00.00E00,1,00.00E00,1

4134,4775.97499,39397.48,1,148886.40,1,200.00,1,00.00E00,1,3161.17,1,13460.84,1,2188.41,1,10847.65,1,883.80,1,74.63,1,4109.31,1,2435.97,1,00.00E00,1,1438.62,1,00.00E00,1,00.00E00,1,00.00E00,1

4135,4777.07499,33125.04,1,159573.40,1,00.00E00,1,00.00E00,1,2605.57,1,12263.70,1,2627.79,1,9961.47,1,1308.89,1,00.00E00,1,3054.66,1,955.14,1,168.07,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

4136,4778.17499,44536.29,1,148519.28,1,188.68,1,409.70,1,2944.91,1,15637.25,1,3596.97,1,13723.88,1,875.39,1,00.00E00,1,3509.25,1,2502.22,1,95.24,1,701.76,1,00.00E00,1,00.00E00,1,00.00E00,1

4137,4779.27499,40176.04,1,143958.82,1,200.00,1,217.39,1,2617.88,1,13228.24,1,3647.43,1,12190.22,1,1400.64,1,00.00E00,1,3381.96,1,2102.62,1,84.03,1,1280.72,1,00.00E00,1,00.00E00,1,00.00E00,1

4138,4780.37499,38040.59,1,238872.93,1,5675.88,1,1061.89,1,2907.98,1,13072.09,1,62782.83,1,211689.61,1,1584.13,1,74.63,1,11410.74,1,110524.58,1,190.48,1,649.13,1,00.00E00,1,42.55,1,00.00E00,1

4139,4781.47499,43713.14,1,514288.79,1,15236.91,1,2048.55,1,4071.94,1,14771.88,1,78029.74,1,1708119.12,1,875.39,1,00.00E00,1,76091.64,1,570913.08,1,515.41,1,1473.71,1,00.00E00,1,00.00E00,1,00.00E00,1

4140,4782.57499,43312.70,1,526958.41,1,12269.84,1,3344.62,1,4411.29,1,14862.97,1,117598.12,1,1911427.81,1,1509.20,1,00.00E00,1,42468.35,1,282837.11,1,263.31,1,1157.91,1,00.00E00,1,54.35,1,00.00E00,1

4141,4783.67499,40620.94,1,361323.38,1,15225.59,1,1881.32,1,3022.27,1,11421.17,1,53721.72,1,973216.16,1,2167.49,1,82.64,1,52626.06,1,191382.84,1,431.37,1,1228.09,1,00.00E00,1,42.55,1,00.00E00,1

4142,4784.77499,37106.37,1,1145681.44,1,11628.13,1,2098.72,1,3287.76,1,15271.25,1,88590.21,1,1365713.56,1,1400.64,1,00.00E00,1,32822.77,1,335830.09,1,274.51,1,1421.08,1,00.00E00,1,00.00E00,1,00.00E00,1

4143,4785.87499,42756.54,1,485442.51,1,12881.35,1,2291.04,1,5072.41,1,11539.90,1,58675.18,1,961096.24,1,1317.30,1,00.00E00,1,25699.29,1,248497.58,1,380.95,1,1684.25,1,00.00E00,1,00.00E00,1,00.00E00,1

4144,4786.97499,38930.35,1,497208.56,1,11012.86,1,794.32,1,3185.78,1,12164.48,1,129845.89,1,1316533.71,1,1392.23,1,00.00E00,1,28974.29,1,535187.84,1,190.48,1,1175.46,1,00.00E00,1,42.55,1,00.00E00,1

4145,4788.07499,42422.84,1,326105.64,1,6196.71,1,217.39,1,2769.08,1,14394.50,1,54812.15,1,621493.00,1,1217.14,1,157.27,1,30093.32,1,158030.20,1,168.07,1,947.38,1,00.00E00,1,42.55,1,00.00E00,1

4146,4789.17499,45270.46,1,362145.63,1,7676.22,1,1831.15,1,3161.17,1,14539.27,1,55132.12,1,766652.47,1,783.65,1,157.27,1,22297.22,1,164395.93,1,84.03,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

4147,4790.27499,36728.23,1,365500.84,1,9393.57,1,409.70,1,2642.49,1,14984.97,1,55435.26,1,909306.70,1,1467.15,1,82.64,1,18113.26,1,158611.59,1,274.51,1,614.04,1,00.00E00,1,00.00E00,1,00.00E00,1

4148,4791.37499,46583.10,1,356048.17,1,3109.56,1,409.70,1,3451.28,1,13750.37,1,45426.65,1,742514.71,1,1425.87,1,82.64,1,18859.06,1,187458.05,1,84.03,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

4149,4792.47499,42422.84,1,485547.87,1,7917.78,1,1036.80,1,1821.42,1,13838.20,1,62256.46,1,796322.96,1,1458.74,1,00.00E00,1,28028.16,1,196527.75,1,95.24,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

4150,4793.57499,37395.53,1,479970.14,1,32201.84,1,192.31,1,2099.21,1,14017.13,1,51799.87,1,594386.93,1,1325.71,1,00.00E00,1,20132.42,1,160563.93,1,179.27,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

4151,4794.67499,41288.31,1,308279.27,1,3875.66,1,1036.80,1,3185.78,1,11886.35,1,40384.38,1,534658.99,1,1400.64,1,00.00E00,1,16558.03,1,124457.09,1,00.00E00,1,508.78,1,00.00E00,1,00.00E00,1,00.00E00,1

4152,4795.77499,40798.91,1,339752.88,1,4630.46,1,409.70,1,3034.58,1,12629.67,1,48646.81,1,722481.33,1,875.39,1,165.29,1,21460.39,1,160626.15,1,168.07,1,842.11,1,00.00E00,1,00.00E00,1,42.92,1

4153,4796.87499,39041.57,1,292171.40,1,2864.26,1,409.70,1,1605.17,1,16349.74,1,30042.99,1,549691.47,1,1259.19,1,82.64,1,16085.10,1,97830.80,1,263.31,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

4154,4797.97499,38974.84,1,288972.19,1,5630.59,1,384.62,1,3553.25,1,15373.73,1,34345.43,1,570073.76,1,1308.89,1,00.00E00,1,15712.23,1,120043.85,1,84.03,1,1491.26,1,00.00E00,1,00.00E00,1,00.00E00,1

4155,4799.07499,39553.19,1,267369.27,1,1920.80,1,1396.35,1,2593.26,1,13571.44,1,34040.36,1,321716.97,2,1742.39,1,82.64,1,16103.29,1,127112.99,1,274.51,1,912.29,1,00.00E00,1,00.00E00,1,00.00E00,1

4156,4800.17499,44536.29,1,366848.40,1,5585.30,1,1780.98,1,2552.83,1,14562.04,1,55628.93,1,587733.78,1,1033.65,1,157.27,1,38719.03,1,180053.95,1,274.51,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

4157,4801.27499,40020.33,1,393154.60,1,5653.24,1,819.41,1,1960.32,1,10796.60,1,63035.50,1,860880.67,1,1392.23,1,00.00E00,1,25835.75,1,207343.70,1,95.24,1,1350.90,1,00.00E00,1,108.70,1,00.00E00,1

4158,4802.37499,44847.75,1,380014.33,1,10907.17,1,409.70,1,3173.48,1,12941.96,1,47339.77,1,637315.90,1,683.49,1,00.00E00,1,33896.40,1,258473.90,1,95.24,1,1333.36,1,00.00E00,1,00.00E00,1,00.00E00,1

4159,4803.47499,41933.43,1,438972.49,1,8283.89,1,1011.72,1,3161.17,1,14771.88,1,71639.64,1,1440062.94,1,1733.98,1,00.00E00,1,26454.34,1,211700.13,1,336.14,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

4160,4804.57499,45804.41,1,398341.65,1,7487.50,1,1229.12,1,3034.58,1,12275.08,1,65989.67,1,869407.17,1,967.14,1,149.25,1,23434.25,1,212217.86,1,358.55,1,1193.00,1,00.00E00,1,00.00E00,1,00.00E00,1

4161,4805.67499,41466.27,1,468224.25,1,4985.22,1,1011.72,1,3843.37,1,12575.99,1,53464.91,1,1247818.86,1,1483.97,1,00.00E00,1,31321.55,1,174462.62,1,179.27,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

4162,4806.77499,47940.28,1,346321.79,1,4841.81,1,434.79,1,3729.08,1,13185.95,1,44142.87,1,686201.63,1,1217.14,1,00.00E00,1,26408.85,1,158588.00,1,358.55,1,1350.90,1,00.00E00,1,42.55,1,00.00E00,1

4163,4807.87499,38974.84,1,367778.82,1,6385.42,1,384.62,1,1327.38,1,13529.15,1,61151.09,1,979893.34,1,1834.14,1,00.00E00,1,23434.25,1,186758.15,1,00.00E00,1,1105.28,1,00.00E00,1,00.00E00,1,110.50,1

4164,4808.97499,36728.23,1,348631.66,1,3875.66,1,409.70,1,2377.01,1,16727.13,1,49850.75,1,1050084.97,1,950.32,1,00.00E00,1,23434.25,1,191520.26,1,95.24,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

4165,4810.07499,38040.59,1,382578.38,1,3630.36,1,1036.80,1,2769.08,1,13529.15,1,40171.84,1,525792.77,1,1475.56,1,74.63,1,18486.16,1,97880.07,1,179.27,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

4166,4811.17499,38440.98,1,167945.91,1,00.00E00,1,00.00E00,1,2377.01,1,11787.13,1,4940.40,1,45644.48,1,1200.32,1,00.00E00,1,4336.60,1,20101.28,1,84.03,1,1210.54,1,00.00E00,1,00.00E00,1,00.00E00,1

4167,4812.27499,43268.21,1,438686.84,1,12647.31,1,8520.99,1,3426.66,1,13316.07,1,105193.95,1,1403658.28,1,1142.22,1,00.00E00,1,26518.02,1,306263.53,1,00.00E00,1,1789.51,1,00.00E00,1,00.00E00,1,00.00E00,1

4168,4813.37499,53124.71,1,855413.77,1,66399.34,1,4883.25,1,8276.19,1,15263.12,1,166312.28,1,3896129.43,1,1550.49,1,74.63,1,100819.83,1,767237.08,1,263.31,1,2193.04,1,00.00E00,1,00.00E00,1,00.00E00,1

4169,4814.47499,53703.27,1,896850.00,1,24245.20,1,5669.30,1,3173.48,1,13205.47,1,190996.12,1,3396868.57,1,1733.98,1,00.00E00,1,82695.85,1,1168633.52,1,464.99,1,1298.27,1,00.00E00,1,42.55,1,00.00E00,1

4170,4815.57499,50143.02,1,887583.15,1,27081.01,1,3444.97,1,3312.38,1,15972.35,1,175559.78,1,4494503.08,1,1375.41,1,00.00E00,1,110381.79,1,682910.39,1,179.27,1,2052.69,1,00.00E00,1,00.00E00,1,00.00E00,1

4171,4816.67499,45070.23,1,686253.42,1,35865.39,1,2868.00,1,2364.70,1,14661.27,1,143643.95,1,1994464.81,1,1400.64,1,00.00E00,1,55502.73,1,413236.45,1,347.34,1,1122.82,1,00.00E00,1,00.00E00,1,00.00E00,1

4172,4817.77499,42111.40,1,720169.67,1,23856.28,1,1881.32,1,3451.28,1,12549.97,1,117735.17,1,1953228.59,1,1675.88,1,74.63,1,48420.67,1,494459.58,1,179.27,1,1859.69,1,00.00E00,1,00.00E00,1,00.00E00,1

4173,4818.87499,41466.27,1,661037.07,1,9872.94,1,1998.38,1,2871.06,1,13285.17,1,115780.67,1,1729018.30,1,1334.12,1,00.00E00,1,59435.74,1,388255.46,1,252.10,1,1456.17,1,41.84,1,00.00E00,1,00.00E00,1

4174,4819.97499,44002.35,1,609326.67,1,11114.78,1,1229.12,1,2275.03,1,16040.67,1,113674.49,1,1790069.13,1,1133.81,1,00.00E00,1,43988.20,1,355596.54,1,274.51,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

4175,4821.07499,48118.28,1,517060.40,1,4087.00,1,1613.75,1,4513.27,1,16151.28,1,97981.77,1,1399250.84,1,1808.91,1,82.64,1,42422.84,1,301440.20,1,274.51,1,982.47,1,00.00E00,1,00.00E00,1,55.25,1

4176,4822.17499,42801.03,1,695004.40,1,11239.34,1,1153.86,1,3161.17,1,13792.66,1,107050.96,1,1909399.15,1,975.55,1,00.00E00,1,50805.49,1,436973.60,1,358.55,1,1543.89,1,00.00E00,1,42.55,1,00.00E00,1

4177,4823.27499,43090.23,1,556335.54,1,8884.02,1,1714.08,1,2009.54,1,15526.64,1,83285.39,1,1484187.60,1,1308.89,1,74.63,1,44106.51,1,323162.77,1,179.27,1,578.95,1,00.00E00,1,00.00E00,1,00.00E00,1

4178,4824.37499,44958.99,1,503797.63,1,7929.10,1,1881.32,1,2617.88,1,15194.80,1,83363.34,1,1408934.66,1,1108.58,1,00.00E00,1,37526.97,1,324985.38,1,369.75,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

4179,4825.47499,42489.58,1,574029.60,1,6585.46,1,409.70,1,2491.29,1,14505.11,1,90098.77,1,1472707.33,1,1325.71,1,00.00E00,1,32986.54,1,350715.45,1,179.27,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

4180,4826.57499,41199.32,1,568994.47,1,11786.67,1,819.41,1,2630.19,1,14962.19,1,76982.91,1,1482675.98,1,1350.18,1,00.00E00,1,39046.63,1,331063.48,1,168.07,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

4181,4827.67499,37484.50,1,598952.22,1,7940.42,1,1613.75,1,3136.55,1,12462.13,1,84010.08,1,1792430.30,1,1567.31,1,82.64,1,45307.87,1,304439.64,1,84.03,1,1350.90,1,00.00E00,1,00.00E00,1,00.00E00,1

4182,4828.77499,39464.21,1,783812.32,1,12115.07,1,819.41,1,3540.95,1,12862.26,1,94715.43,1,1808654.21,1,1042.06,1,74.63,1,67985.92,1,393385.07,1,00.00E00,1,1789.51,1,52.36,1,00.00E00,1,00.00E00,1

4183,4829.87499,42934.51,1,529284.87,1,8385.80,1,1780.98,1,1315.07,1,13730.85,1,105156.01,1,1657732.69,1,1200.32,1,00.00E00,1,96873.58,1,328538.19,1,00.00E00,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

4184,4830.97499,42801.03,1,542218.53,1,7608.28,1,434.79,1,1364.30,1,16746.65,1,106123.50,1,1389322.13,1,1417.46,1,00.00E00,1,37126.59,1,316359.99,1,84.03,1,578.95,1,00.00E00,1,00.00E00,1,00.00E00,1

4185,4832.07499,44091.34,1,667716.92,1,12443.48,1,1973.29,1,1707.14,1,13608.86,1,260323.87,1,1330728.62,1,1150.63,1,00.00E00,1,37008.30,1,288639.68,1,95.24,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

4186,4833.17499,33636.59,1,559233.74,1,7963.07,1,1613.75,1,2907.98,1,14173.28,1,94401.46,1,1836671.53,1,1325.71,1,74.63,1,39164.93,1,283857.23,1,84.03,1,912.29,1,00.00E00,1,42.55,1,00.00E00,1

4187,4834.27499,34993.32,1,471910.45,1,8819.86,1,1011.72,1,2111.52,1,12797.20,1,103790.19,1,1182203.21,1,1050.47,1,74.63,1,41430.88,1,253903.71,1,179.27,1,1175.46,1,00.00E00,1,00.00E00,1,00.00E00,1

4188,4835.37499,48029.28,1,546550.79,1,6196.71,1,576.93,1,2654.80,1,15949.57,1,87949.71,1,1578847.40,1,1750.80,1,00.00E00,1,42613.96,1,348046.62,1,95.24,1,1070.19,1,00.00E00,1,42.55,1,00.00E00,1

4189,4836.47499,37150.85,1,659186.62,1,5585.30,1,1036.80,1,1960.32,1,14161.90,1,75738.12,1,1112229.16,1,975.55,1,74.63,1,30948.52,1,253751.02,1,179.27,1,894.75,1,00.00E00,1,00.00E00,1,00.00E00,1

4190,4837.57499,41510.76,1,525189.54,1,6351.46,1,576.93,1,2466.67,1,13171.31,1,86637.16,1,1382625.63,1,1142.22,1,231.90,1,37244.88,1,310977.62,1,00.00E00,1,1175.46,1,41.84,1,42.55,1,00.00E00,1

4191,4838.67499,42222.63,1,456250.22,1,8608.49,1,819.41,1,2793.70,1,14226.96,1,71443.79,1,909431.55,1,2326.52,1,74.63,1,32367.85,1,233491.62,1,95.24,1,1263.18,1,00.00E00,1,00.00E00,1,00.00E00,1

4192,4839.77499,36972.91,1,369819.81,1,4641.78,1,1689.00,1,2781.39,1,16471.74,1,48716.27,1,759951.47,1,1409.05,1,82.64,1,26681.77,1,173846.66,1,95.24,1,736.85,1,00.00E00,1,00.00E00,1,00.00E00,1

4193,4840.87499,40442.98,1,395518.27,1,2486.87,1,819.41,1,3336.99,1,13952.07,1,65303.22,1,1038382.77,1,808.88,1,82.64,1,28464.83,1,191342.05,1,00.00E00,1,1298.27,1,00.00E00,1,00.00E00,1,00.00E00,1

4194,4841.97499,39330.75,1,307796.77,1,2509.51,1,00.00E00,1,2769.08,1,13891.88,1,34560.04,1,528951.37,1,1242.37,1,00.00E00,1,15712.23,1,112030.97,1,274.51,1,807.03,1,00.00E00,1,00.00E00,1,00.00E00,1

4195,4843.07499,40531.96,1,196504.64,1,1566.07,1,00.00E00,1,3263.15,1,14928.03,1,18770.50,1,239025.78,1,1325.71,1,00.00E00,1,8637.31,1,49165.30,1,190.48,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

4196,4844.17499,42778.78,1,189088.14,1,1720.79,1,00.00E00,1,3982.27,1,13460.84,1,15477.08,1,211108.25,1,1292.07,1,157.27,1,8000.81,1,35387.69,1,263.31,1,771.94,1,00.00E00,1,42.55,1,00.00E00,1

4197,4845.27499,32991.60,1,176878.75,1,777.37,1,409.70,1,2086.90,1,12263.70,1,12808.47,1,116088.67,1,1300.48,1,00.00E00,1,9173.80,1,27734.12,1,274.51,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

4198,4846.37499,36394.59,1,169397.25,1,766.05,1,00.00E00,1,3198.09,1,13475.48,1,7368.78,1,86375.82,1,1483.97,1,00.00E00,1,6500.54,1,21065.46,1,168.07,1,1368.44,1,00.00E00,1,00.00E00,1,00.00E00,1

4199,4847.47499,37395.53,1,154644.49,1,388.68,1,00.00E00,1,1719.45,1,11741.59,1,7385.60,1,53784.72,1,1509.20,1,82.64,1,4082.03,1,14258.99,1,00.00E00,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

4200,4848.57499,32813.67,1,158044.81,1,766.05,1,192.31,1,2275.03,1,10453.42,1,7087.04,1,35278.40,1,1417.46,1,74.63,1,4836.66,1,13040.62,1,95.24,1,280.70,1,00.00E00,1,00.00E00,1,00.00E00,1

4201,4849.67499,37773.67,1,155405.73,1,400.00,1,00.00E00,1,1188.48,1,15926.80,1,4782.72,1,49742.28,1,1383.82,1,82.64,1,3845.64,1,8981.79,1,84.03,1,543.86,1,00.00E00,1,00.00E00,1,00.00E00,1

4202,4850.77499,33080.56,1,146039.02,1,00.00E00,1,00.00E00,1,2744.47,1,12320.63,1,5362.99,1,58459.82,1,1733.98,1,82.64,1,4818.48,1,7314.78,1,84.03,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

4203,4851.87499,35482.65,1,147394.04,1,566.04,1,217.39,1,2352.39,1,12107.55,1,2909.50,1,32671.38,1,1642.24,1,00.00E00,1,3681.99,1,4478.89,1,190.48,1,1456.17,1,00.00E00,1,00.00E00,1,00.00E00,1

4204,4852.97499,35994.22,1,146603.10,1,400.00,1,00.00E00,1,1744.06,1,12660.57,1,6166.13,1,34718.22,1,1417.46,1,00.00E00,1,3581.98,1,4974.67,1,190.48,1,578.95,1,00.00E00,1,00.00E00,1,00.00E00,1

4205,4854.07499,38552.20,1,147999.93,1,577.36,1,00.00E00,1,3161.17,1,10240.36,1,5362.99,1,17773.24,1,1325.71,1,00.00E00,1,3109.21,1,4731.05,1,168.07,1,947.38,1,00.00E00,1,00.00E00,1,00.00E00,1

4206,4855.17499,43957.86,1,146892.61,1,377.36,1,00.00E00,1,3083.81,1,12950.10,1,3647.43,1,16218.19,1,1617.77,1,00.00E00,1,4209.32,1,2931.73,1,95.24,1,210.53,1,00.00E00,1,00.00E00,1,00.00E00,1

4207,4856.27499,34504.00,1,147065.72,1,588.68,1,00.00E00,1,2491.29,1,11509.00,1,4343.31,1,17823.66,1,1733.98,1,74.63,1,3554.71,1,4151.93,1,95.24,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

4208,4857.37499,38151.81,1,131092.11,1,188.68,1,00.00E00,1,2667.11,1,12198.64,1,4393.77,1,23232.32,1,1225.55,1,00.00E00,1,2845.56,1,3265.09,1,00.00E00,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

4209,4858.47499,39820.13,1,145898.74,1,00.00E00,1,00.00E00,1,1846.03,1,11318.70,1,3639.02,1,27656.93,1,1575.72,1,74.63,1,4900.30,1,5466.19,1,263.31,1,894.75,1,00.00E00,1,00.00E00,1,00.00E00,1

4210,4859.57499,44091.34,1,141771.30,1,200.00,1,00.00E00,1,2123.83,1,12641.05,1,3323.66,1,27104.82,1,1650.65,1,00.00E00,1,2472.80,1,3153.97,1,358.55,1,719.30,1,00.00E00,1,42.55,1,00.00E00,1

4211,4860.67499,45114.72,1,144325.91,1,577.36,1,00.00E00,1,1617.47,1,10842.14,1,4036.36,1,17277.00,1,1483.97,1,231.90,1,2991.02,1,1814.14,1,263.31,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

4212,4861.77499,40465.23,1,139888.28,1,388.68,1,00.00E00,1,3741.39,1,13773.14,1,2735.01,1,17287.61,1,967.14,1,00.00E00,1,4072.94,1,3367.67,1,84.03,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

4213,4862.87499,35149.02,1,134908.12,1,00.00E00,1,00.00E00,1,1809.11,1,11063.34,1,3348.89,1,15233.72,1,1283.66,1,00.00E00,1,2490.99,1,3421.09,1,252.10,1,473.69,1,00.00E00,1,42.55,1,00.00E00,1

4214,4863.97499,35171.26,1,131017.52,1,377.36,1,00.00E00,1,1731.75,1,11931.89,1,3929.14,1,16279.23,1,1125.40,1,74.63,1,3663.81,1,2472.30,1,00.00E00,1,596.50,1,00.00E00,1,00.00E00,1,00.00E00,1

